,Daily Returns,Total Returns,Funds,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AEG Position,AEG Order,AEG Filled Order,AEG Trade Price,AEG Cost to Trade,AEG PnL,AIN Position,AIN Order,AIN Filled Order,AIN Trade Price,AIN Cost to Trade,AIN PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL
2016-11-04,-0.16191995,14.21767575,1149523.9475,1142176.7575,0,0.0,0,43.69,0.0,0.0,-4291,259.0,259,108.53,50.6345,4534.1555,0,0.0,0,4.25,0.0,-0.0,0,0.0,0,38.8,0.0,0.0,-17697,-1091.0,-1091,31.55,136.375,-6153.355
2016-11-03,0.364368,14.3795957,1142714.957,1143795.957,0,0.0,0,43.33,0.0,0.0,-4550,145.0,145,110.98,22.62,8073.83,0,0.0,0,4.31,0.0,0.0,0,0.0,0,38.7,0.0,-0.0,-16606,-834.0,-834,31.3,120.93,-4430.15
2016-11-02,1.0425722,14.0152277,1132369.727,1140152.277,0,0.0,0,43.47,0.0,-0.0,-4695,156.0,156,111.4,40.872,-496.332,0,0.0,0,4.29,0.0,-0.0,0,0.0,0,38.55,0.0,0.0,-15772,-939.0,-939,31.84,125.826,10922.054
2016-11-01,1.2514599,12.9726555,1114236.885,1129726.555,0,0.0,0,43.73,0.0,0.0,-4851,192.0,192,113.46,29.088,9930.822,0,0.0,0,4.37,0.0,0.0,0,0.0,0,40.5,0.0,-0.0,-14833,-581.0,-581,32.4,71.463,2583.777
2016-10-31,-0.39739245,11.7211956,1120077.706,1117211.956,0,0.0,0,43.33,0.0,0.0,-5043,184.0,184,113.65,34.592,886.028,0,0.0,0,4.34,0.0,0.0,0,0.0,0,40.2,0.0,0.0,-14252,-865.0,-865,31.93,100.7725,-4859.9525
2016-10-28,0.6064286,12.11858805,1118795.3905,1121185.8805,0,0.0,0,43.38,0.0,0.0,-5227,153.0,153,113.87,28.764,4037.086,0,0.0,0,4.39,0.0,-0.0,0,0.0,0,40.35,0.0,-0.0,-13387,-717.0,-717,31.95,86.04,2027.2
2016-10-27,0.54289595,11.51215945,1110099.0945,1115121.5945,0,0.0,0,43.97,0.0,0.0,-5380,24.0,24,115.39,5.268,5971.332,0,0.0,0,4.38,0.0,0.0,0,0.0,0,40.75,0.0,0.0,-12670,-459.0,-459,32.0,58.5225,-542.3725
2016-10-26,1.4035028,10.9692635,1119174.065,1109692.635,0,0.0,0,43.42,0.0,-0.0,-5404,5.0,5,114.31,0.7625,14393.5775,0,0.0,0,4.32,0.0,0.0,0,0.0,0,41.2,0.0,-0.0,-12211,171.0,171,31.74,22.9995,-358.5495
2016-10-25,-0.3810458,9.5657607,1095051.547,1095657.607,0,0.0,0,45.26,0.0,-0.0,-5409,-46.0,-46,117.95,6.302,-3237.902,0,0.0,0,4.28,0.0,0.0,0,0.0,0,41.95,0.0,-0.0,-12382,588.0,588,32.1,77.616,-572.556
2016-10-24,-1.0425974,9.9468065,1104882.015,1099468.065,0,0.0,0,45.88,0.0,0.0,-5363,-166.0,-166,117.1,21.829,-5569.979,0,0.0,0,4.29,0.0,0.0,0,0.0,0,41.65,0.0,0.0,-12970,630.0,630,31.7,79.695,-4855.995
2016-10-21,0.3580656,10.9894039,1113018.669,1109894.039,0,0.0,0,45.67,0.0,-0.0,-5197,-144.0,-144,116.81,21.96,2332.66,0,0.0,0,4.17,0.0,0.0,0,0.0,0,40.8,0.0,0.0,-13600,597.0,597,31.22,72.834,1247.996
2016-10-20,0.2007443,10.6313383,1109311.563,1106313.383,0,0.0,0,46.0,0.0,0.0,-5053,-61.0,-61,116.86,18.178,269.142,0,0.0,0,4.2,0.0,0.0,0,0.0,0,41.4,0.0,-0.0,-14197,253.0,253,31.47,31.119,1738.301
2016-10-19,0.2177166,10.430594,1100188.98,1104305.94,0,0.0,0,45.41,0.0,0.0,-4992,-68.0,-68,117.25,9.384,1722.856,0,0.0,0,4.17,0.0,0.0,0,0.0,0,41.65,0.0,0.0,-14450,372.0,372,31.97,49.29,454.31
2016-10-18,-0.0694415,10.2128774,1093741.474,1102128.774,0,0.0,0,45.7,0.0,0.0,-4924,-28.0,-28,118.18,4.284,407.276,0,0.0,0,4.15,0.0,0.0,0,0.0,0,41.7,0.0,0.0,-14822,669.0,669,32.1,106.371,-1101.691
2016-10-17,-1.5325963,10.2823189,1119701.129,1102823.189,0,0.0,0,45.08,0.0,0.0,-4896,-69.0,-69,117.33,10.488,360.492,0,0.0,0,4.15,0.0,0.0,0,0.0,0,41.1,0.0,0.0,-15491,306.0,306,30.7,43.605,-15686.455
2016-10-14,0.08557235,11.8149152,1109517.812,1118149.152,0,0.0,0,45.38,0.0,0.0,-4827,-69.0,-69,117.88,12.834,-3088.284,0,0.0,0,4.13,0.0,0.0,0,0.0,0,41.49,0.0,0.0,-15797,15.0,15,31.18,1.9425,3944.0075
2016-10-13,1.0317849,11.72934285,1114402.5685,1117293.4285,0,0.0,0,44.84,0.0,0.0,-4758,4.0,4,116.79,0.646,1714.434,0,0.0,0,4.04,0.0,-0.0,0,0.0,0,41.18,0.0,0.0,-15812,390.0,390,31.2,52.065,8603.415
2016-10-12,-1.11033025,10.69755795,1111140.4795,1106975.5795,0,0.0,0,45.78,0.0,0.0,-4762,-19.0,-19,117.35,4.2655,-4936.7955,0,0.0,0,4.26,0.0,0.0,0,0.0,0,40.92,0.0,0.0,-16202,38.0,38,31.24,5.187,-6166.507
2016-10-11,0.3115169,11.8078882,1106566.682,1118078.882,0,0.0,0,47.19,0.0,-0.0,-4743,26.0,26,117.7,5.239,-1233.889,0,0.0,0,4.13,0.0,0.0,0,0.0,0,41.77,0.0,-0.0,-16240,222.0,222,31.42,29.082,4349.058
2016-10-10,-0.87945765,11.4963713,1113949.463,1114963.713,0,0.0,0,47.58,0.0,0.0,-4769,-5.0,-5,115.02,0.7625,-9486.2725,0,0.0,0,4.1,0.0,-0.0,0,0.0,0,41.97,0.0,0.0,-16462,-192.0,-192,31.75,28.224,691.696
2016-10-07,0.82515275,12.37582895,1112479.8895,1123758.2895,0,0.0,0,47.33,0.0,0.0,-4764,85.0,85,114.31,13.6425,-859.2225,0,0.0,0,4.17,0.0,0.0,0,0.0,0,42.52,0.0,-0.0,-16270,-6.0,-6,32.05,0.81,9110.75
2016-10-06,-0.9011583,11.5506762,1120981.992,1115506.762,0,0.0,0,47.01,0.0,0.0,-4849,70.0,70,113.7,10.395,-4129.055,0,0.0,0,4.21,0.0,0.0,0,0.0,0,42.68,0.0,-0.0,-16264,-32.0,-32,31.71,3.968,-4882.528
2016-10-05,-0.647455,12.4518345,1126205.415,1124518.345,0,0.0,0,47.04,0.0,0.0,-4919,49.0,49,113.4,9.016,-274.566,0,0.0,0,4.1,0.0,0.0,0,0.0,0,42.57,0.0,0.0,-16232,104.0,104,31.48,14.144,-6199.984
2016-10-04,-0.83129225,13.0992895,1135758.975,1130992.895,0,0.0,0,47.07,0.0,-0.0,-4968,25.0,25,113.06,3.4625,-2401.6025,0,0.0,0,3.9,0.0,0.0,0,0.0,0,42.14,0.0,0.0,-16336,-345.0,-345,31.0,47.61,-5911.32
2016-10-03,0.85965655,13.93058175,1134679.2175,1139305.8175,0,0.0,0,46.82,0.0,0.0,-4993,214.0,214,112.71,38.199,2680.851,0,0.0,0,3.85,0.0,0.0,0,0.0,0,42.05,0.0,-0.0,-15991,-3.0,-3,31.18,0.5355,5915.7145
2016-09-30,-2.5776959,13.0709252,1153286.742,1130709.252,0,0.0,0,46.5,0.0,0.0,-5207,238.0,238,112.46,47.6,-4644.33,0,0.0,0,3.83,0.0,0.0,0,0.0,0,42.16,0.0,0.0,-15988,-1162.0,-1162,30.1,144.669,-21132.629
2016-09-29,0.6625203,15.6486211,1153967.051,1156486.211,0,0.0,0,47.05,0.0,-0.0,-5445,339.0,339,113.16,54.4095,9851.0505,0,0.0,0,3.89,0.0,-0.0,0,0.0,0,42.12,0.0,0.0,-14826,-999.0,-999,29.81,132.3675,-3225.8475
2016-09-28,-1.1442496,14.9861008,1156066.028,1149861.008,0,0.0,0,46.9,0.0,0.0,-5784,316.0,316,113.69,44.872,-5208.712,0,0.0,0,3.9,0.0,0.0,0,0.0,0,41.88,0.0,0.0,-13827,-1108.0,-1108,29.45,133.514,-6233.784
2016-09-27,-0.5236807,16.1303504,1163633.164,1161303.504,0,0.0,0,46.53,0.0,0.0,-6100,116.0,116,113.0,22.272,-1317.192,0,0.0,0,3.77,0.0,0.0,0,0.0,0,41.55,0.0,0.0,-12719,-665.0,-665,29.2,89.775,-3919.615
2016-09-26,0.63774065,16.6540311,1168100.611,1166540.311,0,0.0,0,46.46,0.0,0.0,-6216,209.0,209,111.64,54.758,-887.848,0,0.0,0,3.92,0.0,-0.0,0,0.0,0,41.62,0.0,0.0,-12054,-1029.0,-1029,29.54,205.2855,7265.2545
2016-09-23,0.5571334,16.01629045,1145427.6545,1160162.9045,0,0.0,0,46.43,0.0,0.0,-6425,274.0,274,114.42,40.278,12286.272,0,0.0,0,4.01,0.0,0.0,0,0.0,0,42.63,0.0,-0.0,-11025,-536.0,-536,30.0,79.328,-6714.938
2016-09-22,-1.76607375,15.45915705,1163847.4905,1154591.5705,0,0.0,0,46.38,0.0,0.0,-6699,516.0,516,114.35,91.59,-7672.32,0,0.0,0,4.02,0.0,0.0,0,0.0,0,41.55,0.0,0.0,-10489,-1985.0,-1985,28.3,245.1475,-9988.4175
2016-09-21,-0.5013255,17.2252308,1172553.968,1172252.308,0,0.0,0,45.98,0.0,0.0,-7215,-626.0,-626,113.85,112.993,206.587,0,0.0,0,3.9,0.0,0.0,0,4030.0,4030,40.68,552.11,-1358.11,-8504,-3964.0,-3964,27.74,487.572,-3861.732
2016-09-20,-0.42220215,17.7265563,1178483.543,1177265.563,0,0.0,0,45.33,0.0,0.0,-6589,-3274.0,-3274,113.05,807.041,-2476.371,0,0.0,0,3.81,0.0,0.0,-4030,10953.0,10953,40.69,1736.0505,-2537.8805,-4540,-4540.0,-4540,27.84,569.77,792.23
2016-09-19,-0.14659715,18.14875845,1176599.9245,1181487.5845,0,0.0,0,44.9,0.0,0.0,-3315,-3315.0,-3315,115.19,677.9175,4659.2325,0,0.0,0,3.77,0.0,0.0,-14983,8094.0,8094,40.55,1060.314,-6125.204,0,0.0,0,27.61,0.0,0.0
2016-09-16,1.1802901,18.2953556,1176491.996,1182953.556,0,0.0,0,45.39,0.0,-0.0,0,0.0,0,115.12,0.0,-0.0,0,0.0,0,3.74,0.0,0.0,-23077,398.0,398,40.63,57.909,11802.901,0,0.0,0,28.08,0.0,0.0
2016-09-15,-1.9276202,17.1150655,1188756.905,1171150.655,0,0.0,0,44.86,0.0,0.0,0,0.0,0,113.86,0.0,0.0,0,0.0,0,3.81,0.0,0.0,-23475,-316.0,-316,40.11,48.822,-19276.202,0,0.0,0,27.47,0.0,0.0
2016-09-14,1.66619845,19.0426857,1172131.247,1190426.857,0,598.0,598,45.01,84.019,-149.799,0,0.0,0,108.73,0.0,0.0,0,0.0,0,3.82,0.0,-0.0,-23159,-869.0,-869,40.83,146.4265,16811.7835,0,0.0,0,27.51,0.0,0.0
2016-09-13,1.1745173,17.37648725,1170146.2925,1173764.8725,-598,4383.0,4383,45.36,731.961,1485.709,0,0.0,0,107.51,0.0,0.0,0,0.0,0,3.93,0.0,-0.0,-22290,-4508.0,-4508,40.92,730.296,10259.464,0,0.0,0,27.84,0.0,-0.0
2016-09-12,-1.4596606,16.20196995,1184690.5595,1162019.6995,-4981,1888.0,1888,44.59,345.504,-4131.454,0,0.0,0,102.65,0.0,0.0,0,0.0,0,3.97,0.0,0.0,-17782,-2944.0,-2944,40.4,546.112,-10465.152,0,0.0,0,27.51,0.0,0.0
2016-09-09,4.5023531,17.66163055,1141382.2755,1176616.3055,-6869,694.0,694,46.51,77.034,14976.566,0,0.0,0,104.64,0.0,-0.0,0,0.0,0,4.12,0.0,0.0,-14838,-890.0,-890,42.49,127.715,30046.965,0,0.0,0,28.31,0.0,-0.0
2016-09-08,0.7696747,13.15927745,1123682.7045,1131592.7745,-7563,562.0,562,47.07,64.911,638.239,0,0.0,0,107.25,0.0,-0.0,0,0.0,0,4.02,0.0,0.0,-13948,-509.0,-509,43.47,70.242,7058.508,0,0.0,0,28.59,0.0,0.0
2016-09-07,-0.39922125,12.38960275,1129462.2375,1123896.0275,-8125,219.0,219,47.07,26.1705,-1352.4505,0,0.0,0,107.83,0.0,0.0,0,0.0,0,4.1,0.0,-0.0,-13439,-257.0,-257,43.05,34.952,-2639.762,0,0.0,0,28.53,0.0,0.0
2016-09-06,0.2366478,12.788824,1125800.86,1127888.24,-8344,380.0,380,46.9,47.5,407.7,0,0.0,0,107.9,0.0,0.0,0,0.0,0,4.1,0.0,0.0,-13182,-189.0,-189,43.44,26.082,1958.778,0,0.0,0,29.01,0.0,-0.0
2016-09-02,-0.97877555,12.5521762,1129102.232,1125521.762,-8724,377.0,377,47.23,45.4285,-223.1485,0,0.0,0,107.7,0.0,0.0,0,0.0,0,4.11,0.0,0.0,-12993,-298.0,-298,42.97,42.167,-9564.607,0,0.0,0,26.57,0.0,0.0
2016-09-01,-0.44533645,13.53095175,1138246.1775,1135309.5175,-9101,-27.0,-27,47.03,3.213,-92.873,0,0.0,0,106.14,0.0,0.0,0,-2195.0,-2195,4.13,229.3775,-141.5775,-12695,-389.0,-389,42.4,56.794,-4218.914,0,0.0,0,24.6,0.0,0.0
2016-08-31,0.9157542,13.9762882,1123854.212,1139762.882,-9074,-51.0,-51,47.12,6.9615,1443.8585,0,0.0,0,105.66,0.0,0.0,2195,-3259.0,-3259,4.13,337.3065,447.5335,-12306,-435.0,-435,42.79,56.55,7266.15,0,0.0,0,24.64,0.0,-0.0
2016-08-30,0.6522461,13.060534,1102005.51,1130605.34,-9023,-68.0,-68,47.66,8.772,4324.988,0,0.0,0,105.8,0.0,0.0,5454,-2319.0,-2319,3.92,238.857,189.303,-11871,-90.0,-90,43.12,11.7,2008.17,0,0.0,0,24.69,0.0,0.0
2016-08-29,-0.4213888,12.4082879,1097764.539,1124082.879,-8955,-201.0,-201,47.45,27.336,-2687.706,0,0.0,0,106.62,0.0,0.0,7773,-1915.0,-1915,3.84,206.82,259.56,-11781,-83.0,-83,42.89,13.612,-1785.742,0,0.0,0,24.45,0.0,0.0
2016-08-26,0.5126342,12.8296767,1084574.967,1128296.767,-8754,173.0,173,47.41,24.3065,-575.4965,0,0.0,0,107.41,0.0,-0.0,9688,-1753.0,-1753,3.88,179.6825,-796.0225,-11698,-258.0,-258,43.44,34.959,6497.861,0,0.0,0,24.83,0.0,0.0
2016-08-25,-0.59727125,12.3170425,1084732.655,1123170.425,-8927,15.0,15,46.67,2.3925,-5001.0625,0,0.0,0,107.39,0.0,0.0,11441,-1590.0,-1590,3.86,162.975,-878.125,-11440,-430.0,-430,43.43,59.125,-93.525,0,0.0,0,24.58,0.0,0.0
2016-08-24,1.2188244,12.91431375,1067159.9075,1129143.1375,-8942,60.0,60,47.74,7.2,10012.64,0,0.0,0,108.56,0.0,-0.0,13031,-2092.0,-2092,3.98,214.43,-756.59,-11010,-129.0,-129,43.62,19.866,2932.194,0,0.0,0,24.62,0.0,0.0
2016-08-23,-0.8398393,11.69548935,1064170.5235,1116954.8935,-9002,-134.0,-134,47.73,16.549,-2156.929,0,0.0,0,108.59,0.0,0.0,15123,-2701.0,-2701,4.01,275.502,1382.678,-10881,-122.0,-122,43.16,17.202,-7624.142,0,0.0,0,23.84,0.0,0.0
2016-08-22,-0.184626,12.53532865,1057332.9065,1125353.2865,-8868,12.0,12,47.63,1.932,352.668,0,0.0,0,108.86,0.0,-0.0,17824,-3410.0,-3410,3.9,352.935,-565.275,-10759,-123.0,-123,42.9,16.113,-1633.653,0,0.0,0,23.81,0.0,-0.0
2016-08-19,-1.4275731,12.71995465,1057132.4065,1127199.5465,-8880,-76.0,-76,46.58,12.35,-8014.99,0,0.0,0,108.77,0.0,0.0,21234,-5327.0,-5327,3.86,546.0175,-4530.9075,-10636,-701.0,-701,42.58,93.5835,-1729.8335,0,0.0,0,23.75,0.0,0.0
2016-08-18,0.77002995,14.14752775,1033984.8375,1141475.2775,-8804,-159.0,-159,46.88,20.2725,14788.1175,0,0.0,0,109.23,0.0,0.0,26561,-7528.0,-7528,4.02,835.608,-6515.688,-9935,-692.0,-692,42.64,98.61,-572.13,0,0.0,0,23.42,0.0,0.0
2016-08-17,-0.1812277,13.3774978,988161.568,1133774.978,-8645,-468.0,-468,48.63,56.628,-1189.578,0,0.0,0,109.1,0.0,0.0,34089,-8610.0,-8610,4.12,882.525,50.535,-9243,-596.0,-596,42.79,91.784,-673.234,0,0.0,0,23.53,0.0,0.0
2016-08-16,0.32479725,13.5587255,954501.275,1135587.255,-8177,-184.0,-184,48.27,23.0,1254.04,0,0.0,0,109.63,0.0,0.0,42699,-6532.0,-6532,4.15,669.53,-2277.1,-8647,-475.0,-475,43.04,67.6875,4271.0325,0,0.0,0,23.9,0.0,-0.0
2016-08-15,-0.5551797,13.23392825,931404.5925,1132339.2825,-7993,-358.0,-358,48.17,44.75,-2431.91,0,0.0,0,108.14,0.0,0.0,49231,-7273.0,-7273,4.16,741.846,1227.394,-8172,-329.0,-329,42.74,42.441,-4347.281,0,0.0,0,23.74,0.0,0.0
2016-08-12,-0.82133025,13.78910795,903426.5195,1137891.0795,-7635,-449.0,-449,47.97,61.064,-209.254,0,0.0,0,107.78,0.0,0.0,56504,-12370.0,-12370,4.16,1298.85,-8874.99,-7843,-819.0,-819,42.75,115.8885,870.9415,0,0.0,0,23.7,0.0,0.0
2016-08-11,-1.08751135,14.6104382,856168.942,1146104.382,-7186,-825.0,-825,47.62,97.7625,-4462.3325,0,0.0,0,108.52,0.0,0.0,68874,-19194.0,-19194,4.33,1976.982,-5228.742,-7024,-1627.0,-1627,42.72,206.629,-1184.039,0,0.0,0,23.75,0.0,0.0
2016-08-10,0.6867168,15.69794955,775284.4255,1156979.4955,-6361,-2121.0,-2121,47.51,266.1855,-520.5855,0,0.0,0,108.71,0.0,-0.0,88068,-38685.0,-38685,4.3,3965.2125,6668.8575,-5397,-2596.0,-2596,42.86,354.354,718.896,0,0.0,0,24.14,0.0,0.0
2016-08-09,0.25213725,15.01123275,615388.7375,1150112.3275,-4240,-767.0,-767,47.11,97.0255,-1121.8655,0,0.0,0,108.23,0.0,0.0,126753,-27367.0,-27367,4.2,2818.801,4066.189,-2801,-2801.0,-2801,42.8,422.951,-422.951,0,0.0,0,24.3,0.0,0.0
2016-08-08,0.8880478,14.7590955,502188.535,1147590.955,-3473,2186.0,2186,47.57,266.692,461.408,0,0.0,0,107.52,0.0,0.0,154120,21138.0,21138,4.18,2219.49,8419.07,0,0.0,0,43.33,0.0,0.0,0,0.0,0,24.36,0.0,-0.0
2016-08-05,1.3830167,13.8710477,595691.287,1138710.477,-5659,1349.0,1349,47.1,174.6955,-4273.8655,0,0.0,0,106.27,0.0,0.0,132982,12087.0,12087,4.0,1238.9175,18104.0325,0,0.0,0,42.28,0.0,0.0,0,0.0,0,24.04,0.0,0.0
2016-08-04,0.2854575,12.488031,645032.42,1124880.31,-7008,1100.0,1100,47.16,125.4,1619.68,0,0.0,0,105.58,0.0,0.0,120895,10287.0,10287,3.94,1080.135,1234.895,0,0.0,0,41.54,0.0,0.0,0,0.0,0,23.93,0.0,-0.0
2016-08-03,0.55132095,12.2025735,687255.215,1122025.735,-8108,1132.0,1132,47.1,157.348,662.932,0,0.0,0,104.81,0.0,0.0,110608,9381.0,9381,3.85,961.5525,4850.2775,0,0.0,0,41.05,0.0,0.0,0,0.0,0,23.5,0.0,0.0
2016-08-02,-0.18013745,11.65125255,718854.5655,1116512.5255,-9240,160.0,160,47.71,19.92,6381.28,0,0.0,0,106.05,0.0,0.0,101227,-487.0,-487,3.89,50.4045,-8182.6545,0,0.0,0,42.07,0.0,-0.0,0,0.0,0,23.94,0.0,-0.0
2016-08-01,-1.11954485,11.83139,713270.46,1118313.9,-9400,-206.0,-206,48.11,29.046,2226.954,0,0.0,0,104.41,0.0,0.0,101714,-1157.0,-1157,4.02,118.5925,-13422.4025,0,0.0,0,42.44,0.0,0.0,0,0.0,0,24.1,0.0,-0.0
2016-07-29,0.37477045,12.95093485,714467.2385,1129509.3485,-9194,35.0,35,47.49,4.7775,-5520.4775,0,0.0,0,104.19,0.0,0.0,102871,-544.0,-544,4.12,55.488,9268.182,0,0.0,0,42.21,0.0,0.0,0,0.0,0,23.81,0.0,0.0
2016-07-28,-0.56266195,12.5761644,715054.924,1125761.644,-9229,195.0,195,47.19,26.6175,-2320.2175,0,0.0,0,102.83,0.0,0.0,103415,2428.0,2428,4.01,252.512,-3306.402,0,0.0,0,42.31,0.0,0.0,0,0.0,0,24.5,0.0,-0.0
2016-07-27,0.4385198,13.13882635,726860.8935,1131388.2635,-9424,456.0,456,47.0,72.048,-3016.288,0,0.0,0,104.26,0.0,0.0,100987,3038.0,3038,4.07,312.914,7401.486,0,0.0,0,42.17,0.0,0.0,0,0.0,0,24.56,0.0,0.0
2016-07-26,-0.5295928,12.70030655,747415.7155,1127003.0655,-9880,946.0,946,46.21,122.98,-8192.0,0,0.0,0,96.82,0.0,-0.0,97949,9124.0,9124,3.92,930.648,2896.072,0,0.0,0,41.72,0.0,0.0,0,0.0,0,24.23,0.0,0.0
2016-07-25,0.7575459,13.22989935,781204.1435,1132298.9935,-10826,1401.0,1401,46.49,166.0185,4723.5115,0,0.0,0,98.25,0.0,-0.0,88825,11153.0,11153,3.9,1143.1825,2851.9475,0,0.0,0,41.82,0.0,-0.0,0,0.0,0,24.26,0.0,-0.0
2016-07-22,-0.3193977,12.47235345,823197.8345,1124723.5345,-12227,1204.0,1204,46.72,161.336,878.894,0,0.0,0,99.26,0.0,-0.0,77672,10387.0,10387,3.89,1069.861,-4072.871,0,0.0,0,41.67,0.0,0.0,0,0.0,0,24.18,0.0,0.0
2016-07-21,0.292496,12.79175115,861342.4015,1127917.5115,-13431,858.0,858,46.98,101.244,4491.036,0,0.0,0,99.83,0.0,-0.0,67285,7262.0,7262,3.93,747.986,-1566.076,0,0.0,0,42.58,0.0,0.0,0,0.0,0,24.03,0.0,0.0
2016-07-20,0.1941751,12.49925515,891017.0715,1124992.5515,-14289,982.0,982,46.96,123.241,-532.271,0,0.0,0,100.0,0.0,0.0,60023,6959.0,6959,3.91,709.818,2474.022,0,0.0,0,42.36,0.0,0.0,0,0.0,0,24.15,0.0,-0.0
